,cnstrct_yr,date_lstmo,bin,groundelev,heightroof,bbl,geometry,FLD_AR_ID,FLD_ZONE,STATIC_BFE,Bin #,Job Type,Job Status Descrp,Latest Action Date,Building Type,City Owned,Other Description,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height,Existing Dwelling Units,Proposed Dwelling Units,Existing Occupancy,Proposed Occupancy,Job Description,BBL_x,Borough,CD,CT2010,CB2010,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,LtdHeight,SplitZone,BldgClass,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,BBL_y,CondoNo,Tract2010,PLUTOMapID,HeightDiff,LFE_est
78574,1960.0,2017-08-22,4302590,7.0,24.13788688,4160310048,"POLYGON ((1041479.784806566 156569.4018061659, 1041527.88772872 156573.5018635772, 1041528.7328714 156563.5868571603, 1041530.162658557 156546.8109720836, 1041525.703021811 156546.4307234963, 1041482.059736398 156542.7109146584, 1041479.784806566 156569.4018061659))",2811,AE,9.0,4302590,NB,PLAN EXAM - IN PROCESS,10/05/2017,1-2-3 FAMILY,,GEN. CONSTR.,0.0,3.0,0.0,29.0,,1.0,,R-3,bib app-010627. new 3 story modular detached single family home (by others) on podium foundation w/ helical piles.,4160310048,QN,414,964.0,1010.0,R4-1,,,,,N,B9,1.0,2950,2050,0,2050,0,0,0,0,0,0,2,1,2.0,2,2,29.5,100.0,25.0,45.67,G,2.0,5.0,0.0,6376.0,18889.0,1550.0,1550.0,1960,0,0,4160310048,0,964,1,24.13788688,11.13788688
78575,1960.0,2017-08-22,4302590,7.0,24.13788688,4160310048,"POLYGON ((1041479.784806566 156569.4018061659, 1041527.88772872 156573.5018635772, 1041528.7328714 156563.5868571603, 1041530.162658557 156546.8109720836, 1041525.703021811 156546.4307234963, 1041482.059736398 156542.7109146584, 1041479.784806566 156569.4018061659))",2811,AE,9.0,4302590,NB,APPLICATION ASSIGNED TO PLAN EXAMINER,10/10/2017,1-2-3 FAMILY,,STRUCTURAL,0.0,0.0,0.0,0.0,,,,,subsequent doc 2 (ot/st & eq/fn) nyc bib app-010627. proposed temp fence & open foundation w/ helical piles.,4160310048,QN,414,964.0,1010.0,R4-1,,,,,N,B9,1.0,2950,2050,0,2050,0,0,0,0,0,0,2,1,2.0,2,2,29.5,100.0,25.0,45.67,G,2.0,5.0,0.0,6376.0,18889.0,1550.0,1550.0,1960,0,0,4160310048,0,964,1,24.13788688,11.13788688
78576,1960.0,2017-08-22,4302590,7.0,24.13788688,4160310048,"POLYGON ((1041479.784806566 156569.4018061659, 1041527.88772872 156573.5018635772, 1041528.7328714 156563.5868571603, 1041530.162658557 156546.8109720836, 1041525.703021811 156546.4307234963, 1041482.059736398 156542.7109146584, 1041479.784806566 156569.4018061659))",2811,AE,9.0,4302590,NB,APPLICATION ASSIGNED TO PLAN EXAMINER,10/10/2017,1-2-3 FAMILY,,MODULAR,0.0,0.0,0.0,0.0,,,,,subsequent doc 3 (ot/modular) nyc bib app-010627. proposed open foundation with helical piles.,4160310048,QN,414,964.0,1010.0,R4-1,,,,,N,B9,1.0,2950,2050,0,2050,0,0,0,0,0,0,2,1,2.0,2,2,29.5,100.0,25.0,45.67,G,2.0,5.0,0.0,6376.0,18889.0,1550.0,1550.0,1960,0,0,4160310048,0,964,1,24.13788688,11.13788688
78579,1960.0,2017-08-22,4302589,7.0,23.92923122,4160310047,"POLYGON ((1041527.88772872 156573.5018635772, 1041479.784806566 156569.4018061659, 1041477.664403977 156594.2770844912, 1041525.767326147 156598.3771419117, 1041527.88772872 156573.5018635772))",2811,AE,9.0,4302589,NB,PLAN EXAM - IN PROCESS,10/05/2017,1-2-3 FAMILY,,GEN. CONSTR.,0.0,3.0,0.0,29.0,,1.0,,R-3,bib app-007502. new 3 story modular detached single family home (by others) on podium foundation w/ helical piles.,4160310047,QN,414,964.0,1010.0,R4-1,,,,,N,B9,1.0,2950,2250,0,2250,0,0,0,0,0,0,2,1,2.0,2,2,29.5,100.0,25.0,45.67,,2.0,5.0,0.0,5418.0,15264.0,1550.0,1550.0,1960,0,0,4160310047,0,964,1,23.92923122,10.92923122
78580,1960.0,2017-08-22,4302589,7.0,23.92923122,4160310047,"POLYGON ((1041527.88772872 156573.5018635772, 1041479.784806566 156569.4018061659, 1041477.664403977 156594.2770844912, 1041525.767326147 156598.3771419117, 1041527.88772872 156573.5018635772))",2811,AE,9.0,4302589,NB,APPLICATION ASSIGNED TO PLAN EXAMINER,10/10/2017,1-2-3 FAMILY,,STRUCTURAL,0.0,0.0,0.0,0.0,,,,,subsequent doc 2 (ot/st & eq/fn) nyc bib app-007502. proposed temp fence & open foundation w/ helical piles.,4160310047,QN,414,964.0,1010.0,R4-1,,,,,N,B9,1.0,2950,2250,0,2250,0,0,0,0,0,0,2,1,2.0,2,2,29.5,100.0,25.0,45.67,,2.0,5.0,0.0,5418.0,15264.0,1550.0,1550.0,1960,0,0,4160310047,0,964,1,23.92923122,10.92923122
78645,1955.0,2017-08-22,4302631,8.0,20.68391407,4160320045,"POLYGON ((1041217.1134159 156577.4237717396, 1041266.719287813 156581.5228449142, 1041268.676632973 156557.834900163, 1041219.070761057 156553.735826993, 1041217.1134159 156577.4237717396))",2811,AE,9.0,4302631,A3,APPLICATION PROCESSED - ENTIRE,02/08/2016,1-2-3 FAMILY,,,2.0,2.0,25.0,25.0,1.0,1.0,J-3,J-3,bib app # 016299. to construct a temporary construction fence. there is no change of use egress or occupancy under this application,4160320045,QN,414,964.0,1009.0,R4-1,,,,,N,A9,1.0,2950,2008,0,2008,0,0,0,0,0,0,2,1,2.0,1,1,29.5,100.0,24.5,46.67,G,2.0,5.0,0.0,5657.0,17490.0,0.0,0.0,1955,0,0,4160320045,0,964,1,-4.31608593,8.68391407
78691,2001.0,2017-08-22,4535830,6.0,26.41871519,4160490039,"POLYGON ((1039971.625421316 156317.869828916, 1039944.33479348 156315.6500170709, 1039940.247531312 156365.8989323293, 1039967.538159148 156368.1187441511, 1039971.625421316 156317.869828916))",2811,AE,9.0,4535830,A1,APPLICATION PROCESSED - ENTIRE,02/18/2016,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,25.0,29.0,2.0,2.0,J-3,R-3,"bib work app-004564.rehabilitation with elevation of existing dwelling to be raised 4 feet. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. interior and exterior elevation as needed. no change to use egress or occupancy. this application is fee exempt based on legislation intro 389.",4160490039,QN,414,954.0,1015.0,R4A,,,,,N,B2,1.0,4000,2400,0,2400,0,0,0,0,0,0,2,1,2.0,2,2,40.0,100.0,25.0,48.0,,1.0,5.0,2.0,10809.0,27157.0,0.0,0.0,2001,0,0,4160490039,0,954,1,1.41871519,12.41871519
78723,1940.0,2017-08-22,4302737,5.0,22.31372321,4160370033,"POLYGON ((1041670.238493891 156000.4131147424, 1041718.101587147 156004.023015667, 1041719.606505397 155984.0693154066, 1041671.743412153 155980.4590864076, 1041670.238493891 156000.4131147424))",2811,AE,9.0,4302737,NB,PLAN EXAM - IN PROCESS,10/05/2017,1-2-3 FAMILY,,GEN. CONSTR.,0.0,3.0,0.0,28.0,,1.0,,R-3,bib app-013251. new 3 story modular detached single family home (by others) on podium foundation w/ helical piles.,4160370033,QN,414,964.0,1018.0,R4-1,,,,,N,B9,1.0,2550,2016,0,2016,0,0,0,0,0,0,2,1,1.0,2,2,25.5,100.0,21.0,42.0,,2.0,5.0,1.0,5697.0,15772.0,1550.0,1550.0,1940,0,0,4160370033,0,964,1,22.31372321,17.31372321
78725,1940.0,2017-08-22,4302738,5.0,22.2980003,4160370034,"POLYGON ((1041718.101587147 156004.023015667, 1041670.238493891 156000.4131147424, 1041668.718483806 156020.5646492458, 1041716.581577064 156024.1745501659, 1041718.101587147 156004.023015667))",2811,AE,9.0,4302738,NB,PLAN EXAM - IN PROCESS,09/01/2016,1-2-3 FAMILY,,GEN. CONSTR.,0.0,2.0,0.0,30.0,,2.0,,R-3,"bib app-008404. new dwelling to be built above flood resistant construction elevation as per appendix g of nyc building code. new closed foundation, grade beam and helical pile foundation shall be installed. this application is fee exempt based on legislation intro 389.",4160370034,QN,414,964.0,1018.0,R4-1,,,,,N,B9,1.0,2550,2016,0,2016,0,0,0,0,0,0,2,1,1.0,2,2,25.5,100.0,21.0,42.0,,2.0,5.0,1.0,4998.0,13674.0,0.0,0.0,1940,0,0,4160370034,0,964,1,22.2980003,17.2980003
78726,1940.0,2017-08-22,4302738,5.0,22.2980003,4160370034,"POLYGON ((1041718.101587147 156004.023015667, 1041670.238493891 156000.4131147424, 1041668.718483806 156020.5646492458, 1041716.581577064 156024.1745501659, 1041718.101587147 156004.023015667))",2811,AE,9.0,4302738,NB,PLAN EXAM - IN PROCESS,10/05/2017,1-2-3 FAMILY,,GEN. CONSTR.,0.0,3.0,0.0,25.0,,1.0,,R-3,bib app-013684. new 3 story modular detached single family home (by others) on podium foundation w/ helical piles.,4160370034,QN,414,964.0,1018.0,R4-1,,,,,N,B9,1.0,2550,2016,0,2016,0,0,0,0,0,0,2,1,1.0,2,2,25.5,100.0,21.0,42.0,,2.0,5.0,1.0,4998.0,13674.0,0.0,0.0,1940,0,0,4160370034,0,964,1,22.2980003,17.2980003
78743,1910.0,2017-08-22,4302788,5.0,19.05467819,4160380035,"POLYGON ((1041441.151681721 156096.0366111551, 1041394.434583562 156092.2761199901, 1041392.607487486 156114.9742373266, 1041439.324585642 156118.7344004081, 1041441.151681721 156096.0366111551))",2811,AE,9.0,4302788,A2,APPLICATION PROCESSED - ENTIRE,07/23/2016,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,35.0,35.0,1.0,1.0,J-3,J-3,"bib work app-005997.rehabilitation with elevation of existing dwelling to be raised 5 feet. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. interior and exterior elevation as needed. no change to use egress or occupancy. this application is fee exempt based on legislation intro 389.",4160380035,QN,414,964.0,1017.0,R4-1,,,,,N,A2,1.0,2800,900,0,900,0,0,0,0,0,0,2,2,1.0,1,1,28.0,100.0,20.0,30.0,EG,1.0,3.0,2.0,5882.0,12847.0,0.0,0.0,1910,0,0,4160380035,0,964,1,-15.94532181,14.05467819
78831,1920.0,2017-08-22,4302824,4.0,36.51823138,4160400030,"POLYGON ((1040920.58579373 155995.9498690742, 1040921.185201973 155988.1841365727, 1040926.74523023 155988.6129414875, 1040927.913534987 155973.4748484091, 1040921.198325307 155972.9564767375, 1040921.130740152 155973.8344277469, 1040918.067426052 155973.5982077477, 1040918.163554476 155972.3557561519, 1040911.259368807 155971.8229488323, 1040911.504118979 155968.6516953241, 1040902.460829971 155967.9538620742, 1040902.762666645 155964.045077235, 1040870.58950265 155961.5621425679, 1040868.247315735 155991.9105070723, 1040920.58579373 155995.9498690742))",2811,AE,9.0,4302824,A3,APPLICATION PROCESSED - ENTIRE,01/13/2016,1-2-3 FAMILY,,,4.0,4.0,38.0,38.0,3.0,3.0,J-3,J-3,bib work application 015551 herewith filing fence,4160400030,QN,414,964.0,1015.0,R4A,,,,,N,C0,2.0,4000,2362,0,2362,0,0,0,0,0,0,2,2,2.75,3,3,40.0,100.0,22.0,35.0,EG,1.0,5.0,1.0,8045.0,19567.0,0.0,0.0,1920,0,0,4160400030,0,964,1,-1.48176862,13.01823138
78891,1940.0,2017-08-22,4303116,5.0,28.16642043,4160510051,"POLYGON ((1039797.264549568 155801.466006078, 1039768.459160985 155799.1786090784, 1039767.409950482 155812.3928214884, 1039764.947028889 155843.410804081, 1039793.752745555 155845.6978730017, 1039795.857072057 155819.1946451613, 1039797.264549568 155801.466006078))",2811,AE,9.0,4303116,A1,APPLICATION ASSIGNED TO PLAN EXAMINER,02/05/2016,1-2-3 FAMILY,,GEN. CONSTR.,2.0,3.0,25.0,33.0,2.0,2.0,J-3,R-3,"bib work app-023822.rehabilitation with elevation of existing dwelling to be raised 7 feet. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. interior and exterior elevation as needed. no change to use egress or occupancy. this application is fee exempt based on legislation intro 389.",4160510051,QN,414,954.0,2002.0,R4A,,,,,N,B2,1.0,6000,1897,0,1897,0,0,0,0,0,0,2,2,1.0,2,2,60.0,100.0,25.0,32.0,G,1.0,5.0,1.0,8227.0,18750.0,8227.0,9988.0,1940,0,0,4160510051,0,954,1,3.16642043,23.16642043
78892,1940.0,2017-08-22,4303116,5.0,28.16642043,4160510051,"POLYGON ((1039797.264549568 155801.466006078, 1039768.459160985 155799.1786090784, 1039767.409950482 155812.3928214884, 1039764.947028889 155843.410804081, 1039793.752745555 155845.6978730017, 1039795.857072057 155819.1946451613, 1039797.264549568 155801.466006078))",2811,AE,9.0,4303116,A2,APPLICATION PROCESSED - ENTIRE,08/10/2016,1-2-3 FAMILY,,,2.0,2.0,25.0,25.0,2.0,2.0,J-3,J-3,bib work app-023822 with filling sprinkler application in  conjunction with alt 2 420656025 to elevate house.,4160510051,QN,414,954.0,2002.0,R4A,,,,,N,B2,1.0,6000,1897,0,1897,0,0,0,0,0,0,2,2,1.0,2,2,60.0,100.0,25.0,32.0,G,1.0,5.0,1.0,8227.0,18750.0,8227.0,9988.0,1940,0,0,4160510051,0,954,1,3.16642043,23.16642043
78893,1940.0,2017-08-22,4303116,5.0,28.16642043,4160510051,"POLYGON ((1039797.264549568 155801.466006078, 1039768.459160985 155799.1786090784, 1039767.409950482 155812.3928214884, 1039764.947028889 155843.410804081, 1039793.752745555 155845.6978730017, 1039795.857072057 155819.1946451613, 1039797.264549568 155801.466006078))",2811,AE,9.0,4303116,A2,APPLICATION PROCESSED - ENTIRE,08/10/2016,1-2-3 FAMILY,,,2.0,2.0,25.0,25.0,2.0,2.0,J-3,J-3,bib work app-023822 with filling sprinkler application in  conjunction with alt 2 420656025 to elevate house.,4160510051,QN,414,954.0,2002.0,R4A,,,,,N,B2,1.0,6000,1897,0,1897,0,0,0,0,0,0,2,2,1.0,2,2,60.0,100.0,25.0,32.0,G,1.0,5.0,1.0,8227.0,18750.0,8227.0,9988.0,1940,0,0,4160510051,0,954,1,3.16642043,23.16642043
78916,1930.0,2017-08-22,4303122,6.0,23.91744591,4160510065,"POLYGON ((1039679.483289064 155973.5024074036, 1039679.913734393 155966.1776189081, 1039684.68767498 155966.4584582509, 1039686.288065475 155939.2245888339, 1039674.901933403 155938.5552988198, 1039674.725096476 155941.5667757484, 1039653.130651475 155940.2974213251, 1039651.71628423 155964.3633180741, 1039661.990213813 155964.9669914162, 1039661.550254063 155972.4482756559, 1039679.483289064 155973.5024074036))",2811,AE,9.0,4303122,DM,APPLICATION PROCESSED - NO PLAN EXAM,08/10/2016,1-2-3 FAMILY,,,2.0,0.0,32.0,0.0,2.0,,RES,,demolition of one family dwelling.this is a bib app# 015600.,4160510065,QN,414,954.0,2002.0,R4A,,,,,N,B3,1.0,4000,1240,0,1240,0,0,0,0,0,0,2,1,1.5,2,2,40.0,100.0,18.0,28.0,E,1.0,3.0,1.0,6779.0,14061.0,0.0,0.0,1930,0,0,4160510065,0,954,1,-8.08255409,14.91744591
78917,1930.0,2017-08-22,4303122,6.0,23.91744591,4160510065,"POLYGON ((1039679.483289064 155973.5024074036, 1039679.913734393 155966.1776189081, 1039684.68767498 155966.4584582509, 1039686.288065475 155939.2245888339, 1039674.901933403 155938.5552988198, 1039674.725096476 155941.5667757484, 1039653.130651475 155940.2974213251, 1039651.71628423 155964.3633180741, 1039661.990213813 155964.9669914162, 1039661.550254063 155972.4482756559, 1039679.483289064 155973.5024074036))",2811,AE,9.0,4303122,DM,APPLICATION PROCESSED - NO PLAN EXAM,08/10/2016,1-2-3 FAMILY,,,2.0,0.0,32.0,0.0,2.0,,RES,,demolition of one family dwelling.this is a bib app# 015600.,4160510065,QN,414,954.0,2002.0,R4A,,,,,N,B3,1.0,4000,1240,0,1240,0,0,0,0,0,0,2,1,1.5,2,2,40.0,100.0,18.0,28.0,E,1.0,3.0,1.0,6779.0,14061.0,0.0,0.0,1930,0,0,4160510065,0,954,1,-8.08255409,14.91744591
78931,1915.0,2017-08-22,4303084,5.0,27.33689576,4160500046,"POLYGON ((1039888.448750393 156120.9876767422, 1039888.725980818 156117.282959752, 1039898.532719733 156118.0165540805, 1039899.027469395 156111.4063310864, 1039908.711833225 156112.1307390803, 1039912.620946139 156059.8860929035, 1039883.487474233 156057.7063072324, 1039879.182364728 156115.2422814111, 1039878.196474315 156115.1684626552, 1039877.820490808 156120.192402749, 1039888.448750393 156120.9876767422))",2811,AE,9.0,4303084,A3,APPLICATION PROCESSED - ENTIRE,03/23/2016,1-2-3 FAMILY,,,2.0,2.0,27.0,27.0,1.0,1.0,J-3,J-3,bib work application 011179 herewith filing fence,4160500046,QN,414,954.0,1014.0,R4A,,,,,N,A2,1.0,4000,2788,0,2788,0,0,0,0,0,0,2,2,1.5,1,1,40.0,100.0,25.0,47.0,G,1.0,5.0,1.0,5932.0,18126.0,0.0,0.0,1915,0,0,4160500046,0,954,1,0.33689576,17.33689576
78969,1910.0,2017-08-22,4302778,6.0,18.5712862,4160380020,"POLYGON ((1041460.857679057 155809.3672369953, 1041460.975789055 155808.2038534921, 1041466.725449475 155808.7878418308, 1041467.06042255 155805.4896200743, 1041487.556116477 155807.5719650022, 1041489.795941399 155785.5247649919, 1041472.774978058 155783.7954377449, 1041471.823208317 155793.1632011615, 1041467.911142649 155792.7658922391, 1041468.322231055 155788.7193123992, 1041462.75760965 155788.1540248365, 1041462.869814143 155787.0523209934, 1041419.853167892 155782.6819229127, 1041417.588408648 155804.9712484074, 1041460.857679057 155809.3672369953))",2811,AE,9.0,4302778,A2,APPLICATION PROCESSED - ENTIRE,04/27/2015,1-2-3 FAMILY,,GEN. CONSTR.,1.0,1.0,22.0,22.0,1.0,1.0,J-3,J-3,"bib work app-011265.rehabilitation with elevation of existing dwelling to be     raised 3 feet. existing foundation shall be demolished, new grade beam, helical  pile foundation system shall be installed. interior and exterior elevation as    needed. no change to use egress or occupancy. this application is fee exempt     based on legislation intro 389.",4160380020,QN,414,964.0,1017.0,R4-1,,,,,N,B3,1.0,3100,1524,0,1524,0,0,0,0,0,0,2,1,1.0,2,2,31.0,100.0,20.0,30.0,EG,1.0,5.0,2.0,5943.0,13976.0,1550.0,1550.0,1910,0,0,4160380020,0,964,1,-3.4287138,14.5712862
78972,1930.0,2017-08-22,4302779,6.0,18.5227863,4160380022,"POLYGON ((1041467.457731472 155818.5972054018, 1041415.957506388 155814.6562684031, 1041414.225554482 155837.2920499078, 1041467.020396398 155841.3320680722, 1041466.719543981 155845.2670995764, 1041488.01674548 155846.8966894953, 1041489.823828475 155823.2842039084, 1041467.231353984 155821.5555328332, 1041467.457731472 155818.5972054018))",2811,AE,9.0,4302779,A2,APPLICATION PROCESSED - ENTIRE,08/27/2015,1-2-3 FAMILY,,GEN. CONSTR.,1.0,1.0,22.0,22.0,1.0,1.0,J-3,J-3,"bib work app-019828.rehabilitation with elevation of existing dwelling to be raised 4 feet. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. interior and exterior elevation as needed. no change to use egress or occupancy. this application is fee exempt based on legislation intro 389.",4160380022,QN,414,964.0,1017.0,R4-1,,,,,N,A2,1.0,3100,1468,0,1468,0,0,0,0,0,0,2,1,1.0,1,1,31.0,100.0,20.0,30.0,EG,1.0,5.0,2.0,5613.0,13712.0,1550.0,1550.0,1930,0,0,4160380022,0,964,1,-3.4772137,14.5227863
78973,1930.0,2017-08-22,4302779,6.0,18.5227863,4160380022,"POLYGON ((1041467.457731472 155818.5972054018, 1041415.957506388 155814.6562684031, 1041414.225554482 155837.2920499078, 1041467.020396398 155841.3320680722, 1041466.719543981 155845.2670995764, 1041488.01674548 155846.8966894953, 1041489.823828475 155823.2842039084, 1041467.231353984 155821.5555328332, 1041467.457731472 155818.5972054018))",2811,AE,9.0,4302779,A3,APPLICATION PROCESSED - ENTIRE,01/13/2016,1-2-3 FAMILY,,,1.0,1.0,22.0,22.0,1.0,1.0,J-3,J-3,bib work application 019828 herewith filing fence,4160380022,QN,414,964.0,1017.0,R4-1,,,,,N,A2,1.0,3100,1468,0,1468,0,0,0,0,0,0,2,1,1.0,1,1,31.0,100.0,20.0,30.0,EG,1.0,5.0,2.0,5613.0,13712.0,1550.0,1550.0,1930,0,0,4160380022,0,964,1,-3.4772137,14.5227863
79004,1920.0,2017-08-22,4302880,5.0,34.31890825,4160420058,"POLYGON ((1040517.290996642 155616.9447215847, 1040474.827498901 155613.018220248, 1040474.638194814 155615.0651321576, 1040459.11985314 155613.6304237484, 1040456.984686807 155636.7215849072, 1040472.58898631 155638.164495419, 1040472.431506305 155639.8682321681, 1040514.809046224 155643.7868594857, 1040517.290996642 155616.9447215847))",2811,AE,9.0,4302880,A2,APPLICATION PROCESSED - ENTIRE,06/11/2015,1-2-3 FAMILY,,GEN. CONSTR.,4.0,4.0,35.0,35.0,1.0,1.0,J-3,J-3,"bib work app-016905.rehabilitation with elevation of existing dwelling to be     raised 2 feet. existing foundation shall be demolished, new grade beam, helical  pile foundation system shall be installed. interior and exterior elevation as    needed. no change to use egress or occupancy. this application is fee exempt     based on legislation intro 389.",4160420058,QN,414,954.0,2001.0,R4A,,,,,N,A1,1.0,4000,2594,0,2594,0,0,0,0,0,0,2,2,2.5,1,1,40.0,100.0,20.0,35.0,G,1.0,5.0,1.0,8930.0,20242.0,1550.0,1550.0,1920,0,0,4160420058,0,954,1,-0.68109175,14.31890825
79097,1910.0,2017-08-22,4302046,4.0,34.89046027,4159160062,"POLYGON ((1040548.892639472 155085.4736716675, 1040552.019601734 155047.7880514883, 1040528.387103068 155045.8274254953, 1040528.015056566 155050.3103561575, 1040520.886461899 155049.7188219158, 1040515.050843637 155052.8815452518, 1040515.033127146 155052.891059656, 1040507.115492061 155052.234236826, 1040504.662412971 155081.8040595841, 1040525.903512224 155083.5661951624, 1040548.892639472 155085.4736716675))",2811,AE,9.0,4302046,A3,APPLICATION PROCESSED - ENTIRE,03/09/2016,1-2-3 FAMILY,,,3.0,3.0,38.0,38.0,2.0,2.0,J-3,J-3,bib work application 021858. herewith filing fence.,4159160062,QN,414,954.0,2006.0,R5A,,,,,N,B3,1.0,4000,1656,0,1656,0,0,0,0,0,0,2,1,2.5,2,2,40.0,100.0,25.0,30.0,,1.0,5.0,1.0,6175.0,14538.0,0.0,0.0,1910,0,0,4159160062,0,954,1,-3.10953973,13.89046027
79101,1915.0,2017-08-22,4302025,4.0,36.83686445,4159150061,"POLYGON ((1040829.493456231 155084.3703274205, 1040830.455068487 155071.8749455702, 1040791.859673233 155068.9048071591, 1040791.468597889 155073.9855056644, 1040780.931217388 155073.174483661, 1040781.140534567 155070.4540166606, 1040781.604116305 155064.4284381631, 1040767.224223807 155063.3218130807, 1040765.831510068 155081.4152808293, 1040765.361038566 155087.5297699164, 1040821.141438814 155091.8224122387, 1040824.112561479 155096.5008805684, 1040827.866490976 155096.3906445669, 1040831.280854225 155093.6107944866, 1040832.092860478 155088.3480097345, 1040829.493456231 155084.3703274205))",2811,AE,9.0,4302025,A1,APPLICATION ASSIGNED TO PLAN EXAMINER,07/23/2015,1-2-3 FAMILY,,GEN. CONSTR.,3.0,4.0,37.0,43.0,2.0,2.0,J-0,R-2,"bib work app-011272.rehabilitation with elevation of existing dwelling to be     raised 6 feet. existing foundation shall be demolished, new grade beam, helical  pile foundation system shall be installed. interior and exterior elevation as    needed. no change to use egress or occupancy. this application is fee exempt     based on legislation intro 389.",4159150061,QN,414,954.0,2005.0,R5,,,,,N,C0,2.0,4000,2910,0,2910,0,0,0,0,0,0,2,2,3.0,3,3,40.0,100.0,20.0,38.0,EG,1.0,5.0,0.0,5296.0,14061.0,0.0,0.0,1915,0,0,4159150061,0,954,1,-0.16313555,10.83686445
79241,1920.0,2017-08-22,4303292,4.0,31.04516838,4160810021,"POLYGON ((1040279.505711064 154984.7550410828, 1040279.711091238 154982.3554395758, 1040285.611341894 154982.8603598219, 1040285.704517561 154981.7704669817, 1040291.501750068 154982.2665290001, 1040293.006340223 154964.6855274006, 1040287.3278739 154964.1996359861, 1040287.448608561 154962.7895338381, 1040280.86167948 154962.2258866652, 1040280.998162153 154960.6327139873, 1040237.690505981 154956.9263565793, 1040237.656057227 154957.3285867409, 1040237.4441154 154959.8039754957, 1040234.170499887 154959.5237923293, 1040233.149176478 154971.4571674059, 1040235.964459571 154971.6979805748, 1040235.171810227 154980.9610854101, 1040265.21833806 154983.5326025832, 1040279.505711064 154984.7550410828))",2811,AE,9.0,4303292,A2,APPLICATION PROCESSED - ENTIRE,10/14/2015,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,32.0,32.0,1.0,1.0,J-3,J-3,"bib work app-001648.rehabilitation with elevation of existing dwelling to be raised 1 foot. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. interior and exterior elevation as needed. no change to use egress or occupancy. this application is fee exempt based on legislation intro 389.",4160810021,QN,414,954.0,3009.0,R5A,,,,,N,A1,1.0,3000,2224,0,2224,0,0,0,0,0,0,2,1,2.0,1,1,30.0,100.0,16.0,35.0,G,1.0,5.0,1.0,5490.0,13912.0,3380.0,3380.0,1920,0,0,4160810021,0,954,1,-0.95483162,15.04516838
79242,1920.0,2017-08-22,4303292,4.0,31.04516838,4160810021,"POLYGON ((1040279.505711064 154984.7550410828, 1040279.711091238 154982.3554395758, 1040285.611341894 154982.8603598219, 1040285.704517561 154981.7704669817, 1040291.501750068 154982.2665290001, 1040293.006340223 154964.6855274006, 1040287.3278739 154964.1996359861, 1040287.448608561 154962.7895338381, 1040280.86167948 154962.2258866652, 1040280.998162153 154960.6327139873, 1040237.690505981 154956.9263565793, 1040237.656057227 154957.3285867409, 1040237.4441154 154959.8039754957, 1040234.170499887 154959.5237923293, 1040233.149176478 154971.4571674059, 1040235.964459571 154971.6979805748, 1040235.171810227 154980.9610854101, 1040265.21833806 154983.5326025832, 1040279.505711064 154984.7550410828))",2811,AE,9.0,4303292,A3,APPLICATION PROCESSED - ENTIRE,01/13/2016,1-2-3 FAMILY,,,2.0,2.0,32.0,32.0,1.0,1.0,J-3,J-3,bib work application 001648. herewith filing fence,4160810021,QN,414,954.0,3009.0,R5A,,,,,N,A1,1.0,3000,2224,0,2224,0,0,0,0,0,0,2,1,2.0,1,1,30.0,100.0,16.0,35.0,G,1.0,5.0,1.0,5490.0,13912.0,3380.0,3380.0,1920,0,0,4160810021,0,954,1,-0.95483162,15.04516838
